#gene	geneID	pk
PSMD6-AS2	ENSG00000239653.1	551302
RP11-245J9.5	ENSG00000271843.1	621490
PSMD6	ENSG00000163636.10	760523
RP11-245J9.4	ENSG00000243410.1	891393
RP11-245J9.6	ENSG00000272181.1	315314
PRICKLE2-AS1	ENSG00000241111.1	604174
U3	ENSG00000200222.2	50897
LINC00994	ENSG00000189196.4	154286
PRICKLE2	ENSG00000163637.11	384898
PRICKLE2-AS1	ENSG00000241572.1	539264
PRICKLE2-AS2	ENSG00000241101.1	469343
PRDX3P4	ENSG00000239926.1	794637
PRICKLE2-AS3	ENSG00000226017.2	439535
RP11-14D22.2	ENSG00000243993.1	734706
RP11-14D22.1	ENSG00000244564.1	595534
RNU6-739P	ENSG00000212340.1	291151
ADAMTS9	ENSG00000163638.13	547896
ADAMTS9-AS1	ENSG00000241158.5	409252
ADAMTS9-AS2	ENSG00000241684.5	570322
RP11-543A18.1	ENSG00000243149.1	544333
AC104331.1	ENSG00000264871.1	255086
MAGI1	ENSG00000151276.23	946611
RP11-88H12.2	ENSG00000270059.1	272774
ILF2P1	ENSG00000244226.1	281778
RPL17P17	ENSG00000223409.1	743727
MAGI1-IT1	ENSG00000272610.1	877044
MAGI1-AS1	ENSG00000240175.1	906680
AC106827.1	ENSG00000274622.2	579157
Y_RNA	ENSG00000202071.1	667574
RP11-320P11.1	ENSG00000203647.2	992973
SLC25A26	ENSG00000144741.17	671201
RNU6-787P	ENSG00000206759.1	746660
RN7SL482P	ENSG00000241587.3	197712
LRIG1	ENSG00000144749.13	499327
AC099665.1	ENSG00000277939.1	995244
RP11-814M22.2	ENSG00000271174.1	31603
RPL21P41	ENSG00000214560.4	31240
KBTBD8	ENSG00000163376.11	256317
RP11-85I21.1	ENSG00000241884.2	279384
SUCLG2	ENSG00000172340.14	638372
NDUFB4P1	ENSG00000242510.1	333499
SUCLG2-AS1	ENSG00000241316.6	351039
AC113171.1	ENSG00000266400.1	522727
FAM19A1	ENSG00000183662.10	125976
COPS8P2	ENSG00000214552.4	54575
RP11-1008M1.1	ENSG00000240568.1	807096
RP11-436J20.1	ENSG00000244640.1	556600
AC096922.1	ENSG00000212095.1	133353
PSMC1P1	ENSG00000241506.1	919715
AC096922.2	ENSG00000275845.1	34452
FAM19A4	ENSG00000163377.15	962990
RNA5SP135	ENSG00000252828.1	443524
EOGT	ENSG00000163378.13	685785
CTD-2013N24.2	ENSG00000244513.6	536108
TMF1	ENSG00000144747.14	694119
MIR3136	ENSG00000265355.1	405785
UBA3	ENSG00000144744.16	10372
ARL6IP5	ENSG00000144746.6	261191
LMOD3	ENSG00000163380.15	333219
FRMD4B	ENSG00000114541.14	296672
RBM43P1	ENSG00000239263.1	885884
RP11-62G11.1	ENSG00000240265.1	669805
RP11-62G11.2	ENSG00000240842.1	543026
RP11-444P10.1	ENSG00000241667.1	338688
MITF	ENSG00000187098.14	40314
RN7SL418P	ENSG00000241665.3	398481
AC099326.1	ENSG00000265722.1	685360
LINC01212	ENSG00000240405.5	876689
RP11-963H1.1	ENSG00000271034.1	603156
UQCRHP4	ENSG00000242728.1	486187
RP11-231I13.2	ENSG00000242120.3	714393
AC134025.1	ENSG00000222615.1	255225
COX6CP6	ENSG00000240156.1	726131
HMGB1P36	ENSG00000243873.1	188372
RNU6-281P	ENSG00000206939.1	904681
AC096971.1	ENSG00000221382.1	929513
FOXP1	ENSG00000114861.18	306409
RP11-298C2.1	ENSG00000277539.1	371213
FOXP1-AS1	ENSG00000244203.2	301126
MIR1284	ENSG00000221264.1	599745
RP11-154H23.5	ENSG00000274387.1	481898
FOXP1-IT1	ENSG00000242094.1	704718
RP11-154H23.4	ENSG00000277855.1	357236
RP11-154H23.3	ENSG00000270562.1	289953
EIF4E3	ENSG00000163412.12	70078
GPR27	ENSG00000170837.2	901003
PROK2	ENSG00000163421.8	652760
RN7SL271P	ENSG00000239250.3	390802
UBE2Q2P9	ENSG00000244130.1	102334
AC105265.1	ENSG00000274043.1	215212
LINC00877	ENSG00000241163.7	169874
RP11-398A8.4	ENSG00000273461.5	794022
RP11-398A8.5	ENSG00000276471.1	257256
RP11-398A8.2	ENSG00000239350.2	44337
RP11-398A8.1	ENSG00000242609.1	654853
LINC00870	ENSG00000243083.5	889371
RP11-433A10.3	ENSG00000272774.1	594742
RP11-433A10.2	ENSG00000242618.1	594323
AC112219.1	ENSG00000212070.1	805289
RP11-447M4.1	ENSG00000260670.1	556239
RYBP	ENSG00000163602.9	302263
RP11-654C22.2	ENSG00000244345.1	569673
RNU1-62P	ENSG00000199469.1	396760
RP11-654C22.1	ENSG00000239568.1	885
RNA5SP136	ENSG00000222838.1	40493
SHQ1	ENSG00000144736.13	596927
RP11-624D20.1	ENSG00000241537.1	25942
PSMD12P	ENSG00000240135.1	174307
LAPTM4BP2	ENSG00000271266.1	150468
GXYLT2	ENSG00000172986.12	168077
Metazoa_SRP	ENSG00000276890.1	959185
FTH1P23	ENSG00000242960.1	147179
PPP4R2	ENSG00000163605.14	808307
RNU7-19P	ENSG00000238959.1	635646
EBLN2	ENSG00000255423.1	834702
RNU6-557P	ENSG00000252651.1	779458
RNU2-64P	ENSG00000223247.1	622035
CCDC75P1	ENSG00000182921.9	407420
RNU6-1270P	ENSG00000252937.1	557866
PDZRN3	ENSG00000121440.14	816955
RNU7-119P	ENSG00000239119.1	881224
PDZRN3-AS1	ENSG00000239677.6	723373
CTD-2006M22.2	ENSG00000278934.1	387480
RP11-451J24.1	ENSG00000242364.1	954860
RP11-20B7.1	ENSG00000242741.1	787158
Metazoa_SRP	ENSG00000278554.1	105799
RP11-508O18.1	ENSG00000239454.1	171615
RP11-781E19.1	ENSG00000223738.3	88652
AKR1B1P2	ENSG00000213452.4	192691
CNTN3	ENSG00000113805.8	468362
AC128653.1	ENSG00000263689.1	150993
NIPA2P2	ENSG00000241022.1	27993
RN7SL294P	ENSG00000242638.3	105689
MIR4444-2	ENSG00000266780.1	236068
HNRNPA3P6	ENSG00000213300.5	434090
MYLKP1	ENSG00000228868.3	338209
AC117481.1	ENSG00000263782.1	341466
OR7E66P	ENSG00000243674.1	378123
OR7E22P	ENSG00000179799.8	234785
AC139453.1	ENSG00000266685.1	969737
OR7E55P	ENSG00000230655.3	33057
RP11-803B1.2	ENSG00000244699.1	434277
LSP1P2	ENSG00000240665.1	655750
RP11-803B1.3	ENSG00000242953.1	68167
ALG1L6P	ENSG00000238278.3	183089
FAM86DP	ENSG00000244026.6	339584
RP11-803B1.8	ENSG00000272690.5	70527
ENPP7P2	ENSG00000239959.1	725215
SNRPCP10	ENSG00000243794.1	400198
CTD-2026G6.3	ENSG00000272710.1	133451
RPS3AP15	ENSG00000244674.1	107549
AC133041.1	ENSG00000221602.1	131547
RP11-413E6.2	ENSG00000239383.1	665556
OR7E121P	ENSG00000244222.2	361699
UNC93B3	ENSG00000172971.7	780819
RPL23AP49	ENSG00000243422.1	967120
RP11-413E6.11	ENSG00000282912.1	182244
CLUHP10	ENSG00000282511.1	315094
MIR1324	ENSG00000221795.1	188827
AGGF1P3	ENSG00000241532.1	515999
RARRES2P1	ENSG00000241622.1	841167
FRG2C	ENSG00000172969.7	426132
DUX4L26	ENSG00000236138.4	153499
LINC00960	ENSG00000242516.1	191174
ZNF717	ENSG00000227124.8	331079
RN7SL92P	ENSG00000265592.2	966441
MIR4273	ENSG00000266396.1	846550
ROBO2	ENSG00000185008.17	354270
Y_RNA	ENSG00000222883.1	673918
AC067717.1	ENSG00000252504.3	36308
AC026877.1	ENSG00000212104.1	518698
RP11-550F7.1	ENSG00000240809.1	140986
RNU6-386P	ENSG00000199520.1	48361
VDAC1P7	ENSG00000213450.4	491112
RNU6-217P	ENSG00000206891.1	726894
AC134729.1	ENSG00000264841.1	495982
RP11-354H21.1	ENSG00000244461.1	789762
RP11-354H21.2	ENSG00000240573.1	23704
RN7SL647P	ENSG00000243957.3	246999
RN7SKP61	ENSG00000222574.1	932958
RP11-314M24.1	ENSG00000240241.5	309444
MRPS17P3	ENSG00000239226.1	955999
ROBO1	ENSG00000169855.19	588236
RP11-588D3.1	ENSG00000240752.1	832509
RN7SL751P	ENSG00000240964.3	537647
MIR3923	ENSG00000265193.1	651370
AC117479.1	ENSG00000216116.1	471650
HMGB1P38	ENSG00000243877.1	794228
OSBPL9P1	ENSG00000271389.1	351142
HNRNPA3P8	ENSG00000239699.1	785911
RP11-481N16.1	ENSG00000242586.1	496150
RP11-47P18.1	ENSG00000242828.1	560793
RP11-47P18.2	ENSG00000242781.1	958679
AC128715.1	ENSG00000266025.2	457491
RP11-6B4.1	ENSG00000243694.2	265376
RP11-520D19.1	ENSG00000242145.1	66023
RP11-520D19.2	ENSG00000241593.5	74381
RP11-564P9.1	ENSG00000244281.1	670069
GBE1	ENSG00000114480.12	325947
RNU2-28P	ENSG00000222389.1	75343
SETP6	ENSG00000241319.1	731976
RP11-142L1.3	ENSG00000240404.2	377899
RP11-142L1.1	ENSG00000242190.1	826503
RP11-359D24.1	ENSG00000242009.1	345696
RP11-260O18.1	ENSG00000239440.5	135018
RPL7AP23	ENSG00000241367.1	946523
CYP51A1P1	ENSG00000241095.1	180555
SRRM1P2	ENSG00000242195.1	645810
AC108696.1	ENSG00000221380.1	959926
AC107025.1	ENSG00000266652.1	992220
LINC00971	ENSG00000242641.5	172664
RP11-651J20.1	ENSG00000241776.1	754398
RP11-735B13.2	ENSG00000242339.1	834533
CADM2	ENSG00000175161.13	91595
MIR5688	ENSG00000264084.1	340441
AC018361.1	ENSG00000274634.1	308255
CADM2-AS2	ENSG00000241648.1	732213
CADM2-AS1	ENSG00000239519.1	88955
PRKRIRP2	ENSG00000243915.1	974160
snoZ40	ENSG00000201410.1	81553
RNU6-1129P	ENSG00000251773.1	565928
RP11-789F5.1	ENSG00000239767.1	38607
RN7SKP284	ENSG00000222934.1	312690
RP11-331K15.1	ENSG00000241328.1	481864
RP11-43A1.1	ENSG00000277746.1	716197
VGLL3	ENSG00000206538.7	812417
PPATP1	ENSG00000241293.1	690861
LINC00506	ENSG00000281392.1	142102
MIR4795	ENSG00000264119.1	919920
CHMP2B	ENSG00000083937.8	972113
POU1F1	ENSG00000064835.10	320027
KRT8P25	ENSG00000239829.1	124880
AC130885.1	ENSG00000280503.1	786442
APOOP2	ENSG00000240902.1	829122
PSMC1P6	ENSG00000240255.1	445935
RP11-451B8.1	ENSG00000239572.1	452531
RNU6-873P	ENSG00000200703.1	908551
RNU6ATAC6P	ENSG00000221059.1	313983
HTR1F	ENSG00000179097.5	997797
CGGBP1	ENSG00000163320.10	819626
RP11-159G9.5	ENSG00000229729.6	481813
CBX5P1	ENSG00000241535.1	790062
ZNF654	ENSG00000175105.5	34010
C3orf38	ENSG00000179021.9	379025
ABCF2P1	ENSG00000242159.1	223063
Y_RNA	ENSG00000207316.1	308492
NDUFA5P5	ENSG00000242365.1	717906
ICE2P2	ENSG00000242705.1	577048
GAPDHP50	ENSG00000241861.2	11675
EPHA3	ENSG00000044524.10	648802
MTCO2P6	ENSG00000240951.1	328660
MTCO1P6	ENSG00000240309.1	115566
AC026305.1	ENSG00000280553.1	342407
U3	ENSG00000212598.2	490012
RNU6-712P	ENSG00000222490.1	599210
PROS2P	ENSG00000189002.10	784790
HSPE1P19	ENSG00000271024.1	928954
RNU6-488P	ENSG00000251727.1	583224
PROS1	ENSG00000184500.14	268566
Y_RNA	ENSG00000201339.1	721814
RNU6-511P	ENSG00000200366.1	548543
ARL13B	ENSG00000169379.15	328236
HMGN1P7	ENSG00000239614.1	936445
STX19	ENSG00000178750.2	391320
DHFRL1	ENSG00000178700.7	313218
NSUN3	ENSG00000178694.9	843627
RBBP4P2	ENSG00000242457.1	96395
ARMC10P1	ENSG00000178660.6	635105
RP11-118N24.2	ENSG00000242911.1	139181
WDR82P1	ENSG00000234629.1	343641
LINC00879	ENSG00000239589.5	2934
RPS18P6	ENSG00000244048.1	546508
MTHFD2P1	ENSG00000244681.1	199571
AC108739.1	ENSG00000221477.2	689846
RP11-598F17.2	ENSG00000271671.1	925719
HNRNPKP4	ENSG00000243547.1	28011
MIR8060	ENSG00000278103.1	469314
RP11-124D9.1	ENSG00000241815.1	319300
RNU6-1094P	ENSG00000199286.1	871330
MTRNR2L12	ENSG00000269028.3	991892
RPL18AP8	ENSG00000218754.4	859538
AC117444.1	ENSG00000212031.1	56461
RCC2P5	ENSG00000241018.1	133340
CDV3P1	ENSG00000176243.9	565362
EPHA6	ENSG00000080224.17	582775
RP11-529P9.1	ENSG00000251172.1	228538
RP11-389G6.3	ENSG00000261292.2	206033
ARL6	ENSG00000113966.9	37232
RP11-389G6.5	ENSG00000282527.1	184138
CRYBG3	ENSG00000080200.9	194409
RP11-389G6.4	ENSG00000279658.1	130484
MINA	ENSG00000170854.17	262751
GABRR3	ENSG00000183185.9	760447
OR5BM1P	ENSG00000250750.1	487366
OR5AC1	ENSG00000213439.3	920388
OR5AC2	ENSG00000196578.4	511856
RP11-343D2.11	ENSG00000249225.1	777537
OR5AC4P	ENSG00000251090.1	467284
POU5F1P7	ENSG00000248365.3	798706
OR5H1	ENSG00000231192.1	339263
OR5H14	ENSG00000236032.2	338084
OR5H15	ENSG00000233412.3	95390
OR5H5P	ENSG00000249321.1	430764
OR5H3P	ENSG00000249975.1	954137
OR5H4P	ENSG00000248507.1	730392
RP11-325B23.2	ENSG00000251088.1	496868
OR5H7P	ENSG00000187900.4	412693
OR5H6	ENSG00000230301.4	429353
OR5H6	ENSG00000279922.1	943016
OR5H2	ENSG00000197938.4	716975
OR5H8	ENSG00000232535.1	291192
OR5K4	ENSG00000196098.2	534366
OR5K3	ENSG00000206536.1	879396
UBFD1P1	ENSG00000244653.1	53803
OR5K1	ENSG00000232382.1	907276
OR5K2	ENSG00000231861.2	108491
CLDND1	ENSG00000080822.16	987691
CPOX	ENSG00000080819.6	578214
RP11-227H4.5	ENSG00000248839.1	498633
RPL38P4	ENSG00000250562.1	756141
GPR15	ENSG00000154165.4	420888
RP11-227H4.1	ENSG00000240827.1	939453
AC021660.1	ENSG00000266233.1	515705
WWP1P1	ENSG00000244153.1	347108
ST3GAL6-AS1	ENSG00000239445.5	354668
ST3GAL6	ENSG00000064225.12	961289
PDLIM1P4	ENSG00000249274.1	215547
DCBLD2	ENSG00000057019.15	961967
RNU6-26P	ENSG00000206712.1	305407
CTD-2021J15.1	ENSG00000239462.1	916240
RNU6-1263P	ENSG00000207331.1	622052
LINC00973	ENSG00000240476.1	285141
U7	ENSG00000275108.1	556460
ACTG1P13	ENSG00000241305.1	244090
RP11-121C1.1	ENSG00000240572.1	739421
AC078828.1	ENSG00000266030.1	829616
RP11-779P15.1	ENSG00000243296.1	45989
RP11-779P15.2	ENSG00000243089.1	516133
RP11-201E8.1	ENSG00000244464.1	171853
COL8A1	ENSG00000144810.15	457428
AC055723.1	ENSG00000263810.1	113103
RP11-383I23.2	ENSG00000273374.1	814953
CMSS1	ENSG00000184220.10	141560
FILIP1L	ENSG00000168386.18	82042
MIR3921	ENSG00000264897.1	789561
RP11-15N24.4	ENSG00000261533.2	420165
TMEM30C	ENSG00000235156.4	514232
DUSP12P1	ENSG00000277000.1	312079
VTI1BP1	ENSG00000243974.1	179217
TBC1D23	ENSG00000036054.12	73164
NIT2	ENSG00000114021.11	292352
TOMM70A	ENSG00000154174.7	893659
LNP1	ENSG00000206535.7	163066
TMEM45A	ENSG00000181458.10	772179
ADGRG7	ENSG00000144820.7	906970
SNORA31	ENSG00000252989.1	679930
GMFBP1	ENSG00000243495.1	603123
TFG	ENSG00000114354.12	679167
ABI3BP	ENSG00000154175.16	415513
RP11-301G23.1	ENSG00000213431.4	21063
RNU6-865P	ENSG00000201642.1	607380
ACTR3P3	ENSG00000242573.1	397368
IMPG2	ENSG00000081148.11	960006
SENP7	ENSG00000138468.15	712598
ZNF90P1	ENSG00000241738.1	756493
RP11-144C15.1	ENSG00000232830.5	924158
RP11-144C15.2	ENSG00000282978.1	304285
Y_RNA	ENSG00000201554.1	263760
FAM172BP	ENSG00000175841.8	854689
TRMT10C	ENSG00000174173.6	208633
PCNP	ENSG00000081154.11	833444
RP11-234A1.1	ENSG00000242299.1	479435
RP11-454H13.1	ENSG00000243396.1	157758
RNU6-1256P	ENSG00000252348.1	358663
Y_RNA	ENSG00000212319.1	695382
Y_RNA	ENSG00000201511.1	696541
ZBTB11	ENSG00000066422.4	358084
RNY1P12	ENSG00000201121.1	161330
ZBTB11-AS1	ENSG00000256628.3	63503
RPL24	ENSG00000114391.12	204212
PDCL3P4	ENSG00000244119.1	83417
CEP97	ENSG00000182504.10	902555
NXPE3	ENSG00000144815.14	643691
RP11-49I4.3	ENSG00000249474.1	942416
NFKBIZ	ENSG00000144802.11	111728
RP11-221J22.1	ENSG00000214407.3	469884
Y_RNA	ENSG00000202177.1	291334
RP11-221J22.2	ENSG00000241280.1	252519
ZPLD1	ENSG00000170044.8	568046
RP11-280H21.1	ENSG00000241754.1	338910
RNU6-461P	ENSG00000201065.1	652082
RNU1-43P	ENSG00000201922.1	165017
NDUFA4P2	ENSG00000236691.3	425455
MIR548AB	ENSG00000265328.1	195065
RP11-628J14.1	ENSG00000240107.1	653689
TUBBP11	ENSG00000243195.1	511534
AC016970.1	ENSG00000265076.1	327267
RAP1BP2	ENSG00000214405.3	129905
RP11-281P11.1	ENSG00000243635.1	553583
AC069070.1	ENSG00000276619.1	155018
AC092913.1	ENSG00000278575.1	460509
ALCAM	ENSG00000170017.12	59948
CBLB	ENSG00000114423.18	455449
RP11-93B21.1	ENSG00000244652.1	799946
Y_RNA	ENSG00000200610.1	48244
Y_RNA	ENSG00000200361.1	848884
LINC00882	ENSG00000242759.6	194793
FCF1P3	ENSG00000239997.1	812474
MTND4P16	ENSG00000241787.1	810326
MTND4LP3	ENSG00000239632.1	45237
MTND3P6	ENSG00000242214.1	95992
RP11-52L11.7	ENSG00000242836.1	225627
RP11-52L11.6	ENSG00000249580.1	520302
MTND5P16	ENSG00000243658.1	451540
MTND6P6	ENSG00000240034.1	482393
RP11-52L11.4	ENSG00000250630.1	626257
MTND1P16	ENSG00000239586.1	609157
MTND2P14	ENSG00000240796.1	555851
RNU6-1308P	ENSG00000252626.1	565130
RP11-561O4.1	ENSG00000239455.1	127614
DUBR	ENSG00000243701.5	800440
RP11-446H18.5	ENSG00000239828.6	535185
RP11-446H18.1	ENSG00000241218.1	748187
RP11-446H18.6	ENSG00000272597.1	870296
AC063944.1	ENSG00000220989.1	692103
CCDC54	ENSG00000138483.2	198695
RP11-115H18.1	ENSG00000273125.1	74371
BBX	ENSG00000114439.18	206391
LINC00635	ENSG00000241469.7	679169
LINC00636	ENSG00000240423.1	835086
RP11-861A13.3	ENSG00000279277.1	826896
CD47	ENSG00000196776.14	895691
LINC01215	ENSG00000271856.1	291459
IFT57	ENSG00000114446.4	897618
HHLA2	ENSG00000114455.13	903572
AC078855.1	ENSG00000221724.1	985406
HNRNPA1P17	ENSG00000243188.1	834415
MYH15	ENSG00000144821.9	600043
RP11-381E24.1	ENSG00000241634.1	637900
KIAA1524	ENSG00000163507.13	337766
SNORA70	ENSG00000202379.1	725977
RP11-381E24.4	ENSG00000276763.1	851229
AC069499.1	ENSG00000280684.1	907038
DZIP3	ENSG00000198919.12	504164
RP11-148O7.2	ENSG00000241777.1	455122
RETNLB	ENSG00000163515.6	571040
TRAT1	ENSG00000163519.13	722016
GUCA1C	ENSG00000138472.10	684455
MORC1	ENSG00000114487.9	392647
U3	ENSG00000221633.2	927542
MORC1-AS1	ENSG00000239314.1	803341
FLJ22763	ENSG00000241224.6	537219
RP11-59E19.4	ENSG00000261364.1	888247
LINC00488	ENSG00000214381.4	836594
RNU6-1236P	ENSG00000252889.1	701194
RP11-59E19.3	ENSG00000239288.1	706392
DPPA2	ENSG00000163530.4	161441
Metazoa_SRP	ENSG00000277635.1	202199
DPPA4	ENSG00000121570.12	805664
RP11-397K18.1	ENSG00000241257.1	129741
RP11-702L6.1	ENSG00000244561.1	126046
H3F3AP3	ENSG00000230618.3	910028
LINC01205	ENSG00000228980.3	321150
PPIAP15	ENSG00000244196.1	490100
AC092905.1	ENSG00000252541.1	131886
MIR4445	ENSG00000265956.1	374431
RP11-457K10.1	ENSG00000242029.1	65846
RP11-424I3.1	ENSG00000271249.1	535008
RP11-457K10.2	ENSG00000214380.4	81521
RP11-696F10.1	ENSG00000243945.1	932451
RP11-119D18.1	ENSG00000240895.1	274780
RNU6ATAC15P	ENSG00000221206.1	193527
RPSAP29	ENSG00000244722.1	823865
Y_RNA	ENSG00000201426.1	777105
RP11-553A10.1	ENSG00000206532.2	494371
PVRL3-AS1	ENSG00000242242.5	675759
PVRL3	ENSG00000177707.10	507744
CD96	ENSG00000153283.12	82819
RP11-615J4.3	ENSG00000239311.1	214384
ATP6V0CP2	ENSG00000244142.1	437657
RP11-615J4.4	ENSG00000240787.1	579542
ZBED2	ENSG00000177494.5	235761
RP11-402J7.2	ENSG00000244720.1	873964
PLCXD2	ENSG00000240891.6	764248
PLCXD2-AS1	ENSG00000240766.1	87445
PHLDB2	ENSG00000144824.19	605271
ABHD10	ENSG00000144827.8	256601
TAGLN3	ENSG00000144834.12	36677
RFKP2	ENSG00000239439.1	322558
TMPRSS7	ENSG00000176040.13	758968
C3orf52	ENSG00000114529.12	9044
MIR567	ENSG00000207940.1	51381
GCSAM	ENSG00000174500.12	201895
RP11-757F18.5	ENSG00000261488.1	71714
SLC9C1	ENSG00000172139.14	855038
RP11-757F18.3	ENSG00000244144.1	555608
RP11-90K6.1	ENSG00000239482.6	494115
CD200	ENSG00000091972.18	835222
RP11-231E6.1	ENSG00000243081.2	194274
BTLA	ENSG00000186265.9	215285
OR7E100P	ENSG00000242525.1	359872
RP11-147G7.3	ENSG00000279349.1	440976
ATG3	ENSG00000144848.10	101907
SLC35A5	ENSG00000138459.8	346169
CCDC80	ENSG00000091986.15	594128
RP11-572C15.3	ENSG00000242308.2	658317
RP11-572C15.5	ENSG00000240893.1	887483
RP11-180K7.1	ENSG00000242770.2	633624
CD200R1L	ENSG00000206531.10	413323
CD200R1	ENSG00000163606.10	450266
RP11-484K9.4	ENSG00000272844.1	742583
GTPBP8	ENSG00000163607.14	59207
C3orf17	ENSG00000163608.14	980320
RP11-572M11.4	ENSG00000240057.5	678999
RP11-572M11.2	ENSG00000243483.1	899935
RP11-572M11.1	ENSG00000241219.1	419037
AC078785.1	ENSG00000238593.1	355648
RP11-572M11.3	ENSG00000243795.1	915678
BOC	ENSG00000144857.14	542095
CFAP44	ENSG00000206530.8	77162
RP11-553D4.2	ENSG00000240751.1	47043
CFAP44-AS1	ENSG00000243849.1	510384
MIR8076	ENSG00000275670.1	752515
SPICE1	ENSG00000163611.11	602560
SIDT1	ENSG00000072858.10	816855
SIDT1-AS1	ENSG00000239453.1	502462
MIR4446	ENSG00000265253.1	120859
RN7SL767P	ENSG00000241529.3	532238
USF3	ENSG00000176542.9	231349
NAA50	ENSG00000121579.12	422296
RP11-271C24.3	ENSG00000239280.1	848453
RP11-271C24.2	ENSG00000242659.1	331970
ATP6V1A	ENSG00000114573.9	985854
GRAMD1C	ENSG00000178075.19	334620
RP11-435F17.1	ENSG00000240776.1	899887
RP11-435F17.3	ENSG00000241889.1	333963
VPS26AP1	ENSG00000240375.1	550483
RP11-255E6.6	ENSG00000273394.1	683430
ZDHHC23	ENSG00000184307.13	272203
CCDC191	ENSG00000163617.10	697602
RP11-255E6.5	ENSG00000270880.1	769987
QTRTD1	ENSG00000151576.10	122418
AC092896.1	ENSG00000216136.2	728044
RP11-274J15.2	ENSG00000240912.1	406977
DRD3	ENSG00000151577.12	674997
RP11-553L6.2	ENSG00000241490.1	800471
RP11-553L6.3	ENSG00000240487.1	607875
ZNF80	ENSG00000174255.6	461365
TIGIT	ENSG00000181847.11	881217
RP11-553L6.5	ENSG00000259976.1	927678
MIR568	ENSG00000207770.1	423824
ZBTB20	ENSG00000181722.15	100616
ZBTB20-AS1	ENSG00000241560.5	257166
RP11-197K3.1	ENSG00000242290.2	855536
ZBTB20-AS2	ENSG00000241295.1	957758
AC078986.1	ENSG00000264623.2	443685
ZBTB20-AS3	ENSG00000239946.1	474173
YBX1P3	ENSG00000240002.1	116886
ZBTB20-AS4	ENSG00000242767.1	559348
AC069063.1	ENSG00000279131.1	853798
AC069063.2	ENSG00000279380.1	711496
RP11-190P13.2	ENSG00000242880.1	465147
EIF4E2P2	ENSG00000244157.1	209193
GAP43	ENSG00000172020.12	904700
RP11-326J18.1	ENSG00000241596.1	641308
LSAMP	ENSG00000185565.11	921467
RN7SL815P	ENSG00000243359.3	64193
LSAMP-AS1	ENSG00000240922.1	721378
LINC00903	ENSG00000241397.1	953519
RN7SL582P	ENSG00000241156.3	867067
BZW1P2	ENSG00000198406.7	242085
TUSC7	ENSG00000243197.7	607320
AC108713.1	ENSG00000278072.1	795384
MIR4447	ENSG00000265433.1	846179
BC040587	ENSG00000274732.1	937717
LINC00901	ENSG00000242385.1	140796
RNU5E-8P	ENSG00000200372.1	870927
PTMAP8	ENSG00000243014.1	269267
RNU6-1200P	ENSG00000206889.1	113001
RP11-384F7.2	ENSG00000239268.2	526623
RP11-768G7.1	ENSG00000240393.1	706034
RP11-768G7.2	ENSG00000241213.1	485508
RP11-768G7.3	ENSG00000242816.1	12792
RP11-384F7.1	ENSG00000243276.5	99048
IGSF11	ENSG00000144847.12	933565
IGSF11-AS1	ENSG00000239877.2	183113
C3orf30	ENSG00000163424.8	338952
RP11-484M3.5	ENSG00000251012.1	238565
UPK1B	ENSG00000114638.7	839940
B4GALT4	ENSG00000121578.12	17829
B4GALT4-AS1	ENSG00000240254.1	875137
ARHGAP31	ENSG00000031081.10	222444
RPS26P21	ENSG00000242829.1	134906
ARHGAP31-AS1	ENSG00000241155.1	5449
RNU6-1127P	ENSG00000207310.1	33487
TMEM39A	ENSG00000176142.12	369258
POGLUT1	ENSG00000163389.10	79414
RP11-190C22.8	ENSG00000272662.1	139257
TIMMDC1	ENSG00000113845.9	972271
CD80	ENSG00000121594.11	163780
RP11-190C22.9	ENSG00000272967.1	411895
ADPRH	ENSG00000144843.11	937972
PLA1A	ENSG00000144837.8	385254
RP11-190C22.1	ENSG00000242052.1	976244
POPDC2	ENSG00000121577.13	516962
COX17	ENSG00000138495.6	523268
MAATS1	ENSG00000183833.16	443195
RP11-169N13.4	ENSG00000239994.2	126604
NR1I2	ENSG00000144852.16	913508
PHBP8	ENSG00000240471.1	551549
GSK3B	ENSG00000082701.14	445558
RP11-767L7.1	ENSG00000239835.1	179006
RP11-767L7.2	ENSG00000241546.1	801473
AC092910.1	ENSG00000276607.2	482316
RP11-18H7.1	ENSG00000242622.1	340827
RN7SL762P	ENSG00000244308.2	475113
RN7SL397P	ENSG00000244139.3	805290
GPR156	ENSG00000175697.10	838598
Y_RNA	ENSG00000206721.1	404730
RP11-174O3.1	ENSG00000240882.1	650012
LRRC58	ENSG00000163428.3	307552
RP11-174O3.3	ENSG00000240661.2	880117
RP11-174O3.6	ENSG00000282950.1	628919
RP11-174O3.4	ENSG00000242613.1	601599
FSTL1	ENSG00000163430.9	695750
RP11-359H3.4	ENSG00000240774.1	433582
RP11-359H3.1	ENSG00000244441.1	379966
NDUFB4	ENSG00000065518.7	312925
HGD	ENSG00000113924.11	718053
RABL3	ENSG00000144840.8	884194
MTCO1P29	ENSG00000240452.1	309272
RP11-567P17.2	ENSG00000243257.1	773596
GTF2E1	ENSG00000153767.9	220655
NAP1L1P3	ENSG00000213371.4	210866
RP11-500K19.1	ENSG00000243593.1	831637
STXBP5L	ENSG00000145087.12	135199
RP11-500K19.2	ENSG00000270782.1	417483
MIR5682	ENSG00000264477.1	749288
RP11-678L1.1	ENSG00000243813.1	759840
